Number,Name,Type,LastEruptionYear,Country,Region,EvidenceCategory,MajorRocks,MinorRocks,PopulationClose
341082,Iztaccihuatl,Stratovolcano,Unknown,Mexico,Mexico,Evidence Credible,Andesite / Basaltic Andesite	Dacite,Rhyolite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,1343
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,8037
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,Honshu,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,Rhyolite,61727
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Dacite	Andesite / Basaltic Andesite,,21
268051,Jailolo,Stratovolcano,Unknown,Indonesia,Halmahera,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,21868
390829,James Ross Island,Shield,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite	Trachyte / Trachydacite,0
376010,Jan Mayen,Stratovolcano,1985,Norway,Atlantic Ocean (Jan Mayen),Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyte / Trachydacite,,0
341004,Jaraguay Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,Mexico,Evidence Credible,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite,,1933
355036,Jatun Mundo Quri Warani,Lava dome(s),Unknown,Bolivia,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Dacite,,341
355035,"Jayu Khota, Laguna",Maar(s),Unknown,Bolivia,"Northern Chile, Bolivia and Argentina",Evidence Credible,Basalt / Picro-Basalt,,856
322020,Jefferson,Stratovolcano,950,United States,USA (Oregon),Eruption Dated,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,0
305040,Jingbo,Volcanic field,-520,China,China (eastern),Eruption Dated,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,Basalt / Picro-Basalt	Foidite,35038
341062,Jocotitlan,Stratovolcano,1270,Mexico,Mexico,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,84108
302060,Jom-Bolok,Volcanic field,-5180,Russia,Russia (southeastern),Eruption Dated,Basalt / Picro-Basalt,,0
322190,Jordan Craters,Volcanic field,-1250,United States,USA (Oregon),Eruption Dated,Basalt / Picro-Basalt	Rhyolite,,0
342121,Jumaytepeque,Stratovolcano,Unknown,Guatemala,Guatemala,Evidence Uncertain,Basalt / Picro-Basalt,,79805
261220,Kaba,Stratovolcano,2000,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite,,15352
251002,Kadovar,Stratovolcano,2019,Papua New Guinea,Northeast of New Guinea,Evidence Credible,Andesite / Basaltic Andesite,,0
311260,Kagamil,Stratovolcano,1929,United States,Aleutian Islands,Eruption Observed,No Data (checked),,0
312250,Kaguyak,Lava dome(s),-3850,United States,Alaska Peninsula,Eruption Dated,Dacite	Andesite / Basaltic Andesite,Rhyolite	Basalt / Picro-Basalt,0
241010,Kaikohe-Bay of Islands,Volcanic field,400,New Zealand,New Zealand,Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Rhyolite,13786
300620,Kaileney,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,0
284100,Kaitoku Seamount,Submarine,1984,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,0
271061,Kalatungan,Stratovolcano,Unknown,Philippines,Mindanao,Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Dacite,27005
300010,Kambalny,Stratovolcano,2017,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,20
300251,Kamen,Stratovolcano,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
255052,Kana Keoki,Submarine,Unknown,Solomon Islands,Bougainville and Solomon Islands,Evidence Credible,Dacite,,0
311110,Kanaga,Stratovolcano,2012,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Dacite,,0
272020,Kanlaon,Stratovolcano,2017,Philippines,Central Philippines,Eruption Observed,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite,,40276
243061,Kao,Stratovolcano,1847,Tonga,Tonga Islands,Eruption Observed,Andesite / Basaltic Andesite,,1170
213011,Karaca Dag,Shield,Unknown,Turkey,Turkey,Evidence Credible,Basalt / Picro-Basalt,,6718
263020,Karang,Stratovolcano,Unknown,Indonesia,Java,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,73942
267020,Karangetang,Stratovolcano,2019,Indonesia,Sangihe Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,4478
213001,Karapinar Field,Pyroclastic cone(s),Unknown,Turkey,Turkey,Evidence Credible,Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,46013
223040,Karisimbi,Stratovolcano,-8050,DR Congo-Rwanda,Africa (central),Eruption Dated,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,85615
251030,Karkar,Stratovolcano,2014,Papua New Guinea,Northeast of New Guinea,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,4159
290350,Karpinsky Group,Cone(s),1952,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite,,104
233010,Karthala,Shield,2007,Comoros,Indian Ocean (western),Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,225379
300130,Karymsky,Stratovolcano,2019,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
311130,Kasatochi,Stratovolcano,2008,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,0
284134,Kasuga 1,Submarine,1959,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,Andesite / Basaltic Andesite,,0
284135,Kasuga 2,Submarine,Unknown,United States,"Izu, Volcano, and Mariana Islands",Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite,Dacite,0
372030,Katla,Subglacial,1918,Iceland,Iceland (southern),Eruption Observed,Basalt / Picro-Basalt	Rhyolite	Dacite,Andesite / Basaltic Andesite,0
312170,Katmai,Stratovolcano,1912,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt	Rhyolite,0
223005,Katunga,Tuff cone,Unknown,Uganda,Africa (central),Evidence Credible,Foidite,,144953
223003,Katwe-Kikorongo,Tuff cone(s),Unknown,Uganda,Africa (central),Evidence Credible,Foidite,,446218
255060,Kavachi,Submarine,2007,Solomon Islands,Bougainville and Solomon Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,6
263281,Kawi-Butak,Stratovolcano(es),Unknown,Indonesia,Java,Evidence Credible,No Data (checked),,127978
214020,Kazbek,Stratovolcano,-750,Georgia,Western Asia,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,9
300500,Kebeney,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
300410,Kekurny,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,6
264140,Kelimutu,Complex,1968,Indonesia,Lesser Sunda Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,9896
300041,Kell,Stratovolcano(es),Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,12
305020,Keluo Group,Pyroclastic cone(s),Unknown,China,China (eastern),Evidence Credible,Trachybasalt / Tephrite Basanite	Foidite,,20323
263280,Kelut,Stratovolcano,2014,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,50901
263110,Kendang,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite	Rhyolite,,89790
234020,Kerguelen Islands,Stratovolcano(es),Unknown,France,Indian Ocean (southern),Evidence Uncertain,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite	Phono-tephrite /  Tephri-phonolite,,0
261170,Kerinci,Stratovolcano,2019,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite,,33878
290200,Ketoi,Stratovolcano,1960,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,10
300272,Khangar,Stratovolcano,1500,Russia,Kamchatka Peninsula,Eruption Dated,Dacite	Andesite / Basaltic Andesite	Rhyolite,,0
303020,Khanuy Gol,Volcanic field,Unknown,Mongolia,Mongolia,Evidence Credible,Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,,6120
290300,Kharimkotan,Stratovolcano,1933,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,2
231060,"Khaybar, Harrat",Volcanic field,650,Saudi Arabia,Middle East (southern),Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,13619
300053,Khodutka,Stratovolcano(es),-300,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Rhyolite,,0
312120,Kialagvik,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
360160,Kick 'em Jenny,Submarine,2017,Grenada,West Indies,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Dacite,4687
282060,Kikai,Caldera,2019,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Rhyolite	Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,152
300180,Kikhpinych,Stratovolcano(es),1550,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,29
332010,Kilauea,Shield,2018,United States,Hawaiian Islands,Eruption Observed,Basalt / Picro-Basalt,,3122
300551,Kinenin,Maar,850,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
282090,Kirishimayama,Shield,2018,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,8415
231071,"Kishb, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East (southern),Evidence Credible,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Phonolite,,8028
311020,Kiska,Stratovolcano,1990,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
284061,Kita-Bayonnaise,Submarine,Unknown,Japan,"Izu, Volcano, and Mariana Islands",Evidence Uncertain,Rhyolite	Andesite / Basaltic Andesite,,0
284121,Kita-Fukutokutai,Submarine,1954,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,No Data (checked),,0
284110,Kita-Ioto,Stratovolcano,1945,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,162
300230,Kizimen,Stratovolcano,2013,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite,26
300260,Klyuchevskoy,Stratovolcano,2019,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
375010,Kolbeinsey Ridge,Submarine,1755,Iceland,North of Iceland,Eruption Observed,Basalt / Picro-Basalt,,0
290120,Kolokol Group,Stratovolcano,1973,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite,,2
300220,Komarov,Stratovolcano,950,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
221200,Kone,Caldera(s),1820,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,Rhyolite	Trachyte / Trachydacite	Basalt / Picro-Basalt,,27271
311140,Koniuji,Stratovolcano,-1150,United States,Aleutian Islands,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
221320,Korath Range,Tuff cone(s),Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Uncertain,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Phono-tephrite /  Tephri-phonolite,,24549
245020,Koro,Pyroclastic cone(s),Unknown,Fiji,Fiji Islands,Evidence Uncertain,Basalt / Picro-Basalt,,1759
222054,Korosi,Shield,Unknown,Kenya,Africa (eastern),Evidence Credible,Trachyte / Trachydacite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,,9641
311161,Korovin,Stratovolcano(es),2007,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,0
300090,Koryaksky,Stratovolcano,2009,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,13
300020,Koshelev,Stratovolcano,1690,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,2
300122,Kostakan,Pyroclastic cone(s),1350,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,13
225021,"Koussi, Emi",Pyroclastic shield,Unknown,Chad,Africa (northern),Evidence Credible,Trachyte / Trachydacite	Rhyolite	Basalt / Picro-Basalt,,8
284030,Kozushima,Lava dome(s),838,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Rhyolite,,2406
300330,Kozyrevsky,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
373080,Krafla,Caldera,1984,Iceland,Iceland (northeastern),Eruption Observed,Basalt / Picro-Basalt	Rhyolite	Andesite / Basaltic Andesite,,384
300400,Krainy,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
262000,Krakatau,Caldera,2019,Indonesia,Krakatau,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,Trachyte / Trachydacite,7177
300190,Krasheninnikov,Caldera,1550,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,308
300200,Kronotsky,Stratovolcano,1923,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,12
252070,Krummel-Garbuna-Welcker,Stratovolcano(es),2008,Papua New Guinea,New Britain,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,8207
371030,Krysuvik,Crater rows,1340,Iceland,Iceland (southwestern),Eruption Observed,Basalt / Picro-Basalt,,29070
300050,Ksudach,Stratovolcano,1907,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,0
282050,Kuchinoerabujima,Stratovolcano(es),2019,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,1698
282043,Kuchinoshima,Stratovolcano(es),1190,Japan,Ryukyu Islands and Kyushu,Eruption Dated,Andesite / Basaltic Andesite,,101
281031,Kueishantao,Stratovolcano,1785,Taiwan,Taiwan,Eruption Observed,Andesite / Basaltic Andesite,,6523
232040,Kuh-e Nader,Volcanic field,Unknown,Iran,Middle East (eastern),Evidence Uncertain,Basalt / Picro-Basalt,,2979
282120,Kujusan,Stratovolcano(es),1996,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,11771
213000,Kula,Pyroclastic cone(s),Unknown,Turkey,Turkey,Evidence Credible,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Foidite,66866
300370,Kulkev,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,30
304030,Kunlun Volcanic Group,Pyroclastic cone(s),1951,China,China (western),Eruption Observed,Trachyte / Trachydacite,,1253
312060,Kupreanof,Stratovolcano,1987,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
283210,Kurikomayama,Stratovolcano,1950,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,1081
300023,Kurile Lake,Caldera,-6440,Russia,Kamchatka Peninsula,Eruption Dated,Dacite	Rhyolite,Andesite / Basaltic Andesite,23
284042,Kurose Hole,Submarine,Unknown,Japan,"Izu, Volcano, and Mariana Islands",Evidence Uncertain,Dacite,,0
221120,Kurub,Shield,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,9
283120,Kusatsu-Shiranesan,Stratovolcano(es),2018,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,14296
285080,Kussharo,Caldera,1320,Japan,Hokkaido,Eruption Dated,Dacite	Andesite / Basaltic Andesite	Rhyolite,,8331
285034,Kuttara,Stratovolcano(es),1820,Japan,Hokkaido,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,34015
225040,Kutum Volcanic Field,Pyroclastic cone(s),Unknown,Sudan,Africa (northern),Evidence Uncertain,Basalt / Picro-Basalt,,30569
257070,Kuwae,Caldera,1974,Vanuatu,Vanuatu,Eruption Observed,Basalt / Picro-Basalt	Dacite	Andesite / Basaltic Andesite,,2836
373050,Kverkfjoll,Stratovolcano,1968,Iceland,Iceland (northeastern),Eruption Observed,Basalt / Picro-Basalt	Rhyolite,,0
223002,Kyatwa,Tuff cone(s),Unknown,Uganda,Africa (central),Evidence Uncertain,Foidite,,271685
222170,Kyejo,Stratovolcano,1800,Tanzania,Africa (eastern),Eruption Observed,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,,38428
383010,La Palma,Stratovolcano(es),1971,Spain,Canary Islands,Eruption Observed,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite	Phonolite,,18506
344133,"Lajas, Las",Shield,Unknown,Nicaragua,Nicaragua,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,11384
253010,Lamington,Stratovolcano,1956,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Eruption Observed,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,,2018
263320,Lamongan,Stratovolcano,1898,Indonesia,Java,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,66387
252010,Langila,Complex,2018,Papua New Guinea,New Britain,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,3653
371080,Langjokull,Subglacial,950,Iceland,Iceland (southwestern),Eruption Dated,Basalt / Picro-Basalt	Rhyolite,,0
357122,Lanin,Stratovolcano,560,Chile-Argentina,Central Chile and Argentina,Eruption Dated,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite	Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,352
383060,Lanzarote,Fissure vent(s),1824,Spain,Canary Islands,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,80515
355100,Lascar,Stratovolcano(es),2017,Chile,"Northern Chile, Bolivia and Argentina",Eruption Observed,Andesite / Basaltic Andesite	Dacite,,70
323080,Lassen Volcanic Center,Stratovolcano,1917,United States,USA (California),Eruption Observed,Andesite / Basaltic Andesite	Dacite	Rhyolite,Basalt / Picro-Basalt,9
355120,Lastarria,Stratovolcano,Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite	Dacite,,14
243090,Late,Stratovolcano,1854,Tonga,Tonga Islands,Eruption Observed,Andesite / Basaltic Andesite,,158
243070,Lateiki,Submarine,2019,Tonga,Tonga Islands,Eruption Observed,Dacite,,18
271050,Latukan,Stratovolcano,Unknown,Philippines,Mindanao,Evidence Uncertain,Basalt / Picro-Basalt,,3343
358060,Lautaro,Stratovolcano,1979,Chile,Southern Chile and Argentina,Eruption Observed,Dacite,Andesite / Basaltic Andesite,0
263260,Lawu,Stratovolcano,1885,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,68175
222120,"Lengai, Ol Doinyo",Stratovolcano,2019,Tanzania,Africa (eastern),Eruption Observed,Foidite	Phonolite,,1855
271031,Leonard Range,Stratovolcano,120,Philippines,Mindanao,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,3682
264200,Leroboleng,Complex,2003,Indonesia,Lesser Sunda Islands,Eruption Observed,Andesite / Basaltic Andesite,,26794
300530,Leutongey,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,0
